depth,timespan
0.4419993,0
0.4439994,0
0.4459994,0
0.4479994,0
0.4499993,0
0.4519993,0
0.4539993,0
0.4559993,0
0.4579993,0
0.4599994,0
0.4619994,0
0.4639993,0
0.4659993,0
0.4679993,0
0.4699993,0
0.4719993,0
0.4739994,1.0041
0.4759994,0
0.4779993,0
0.4799993,0
0.4819993,0
0.4839993,0
0.4859993,0
0.4879993,0
0.4899993,0
0.4919993,0
0.4939993,0
0.4959993,0.9995
0.4979993,0
0.4999993,0
0.5019993,0
0.5039994,0
0.5059993,0
0.5079993,0
0.5099993,0
0.5119993,0
0.5139993,0
0.5159993,0
0.5179993,0
0.5199993,0
0.5219993,0
0.5239993,0
0.5259993,0.9997
0.5279993,0
0.5299993,0
0.5319993,0.9998
0.5339993,0
0.5359993,0
0.5379993,0
0.5399993,0
0.5419993,0
0.5439993,0
0.5459993,0
0.5479993,0
0.5499993,0
0.5519993,0
0.5539993,0
0.5559993,0.7708
0.5579993,0
0.5599993,0
0.5619993,0
0.5639993,0
0.5659993,0
0.5679993,0
0.5699993,1
0.5719993,0
0.5739993,0
0.5759993,0
0.5779993,0
0.5799993,0
0.5819993,0
0.5839993,0
0.5859993,0
0.5879993,0
0.5899993,0.9997
0.5919993,0
0.5939993,0
0.5959992,0
0.5979993,0
0.5999992,0
0.6019993,0
0.6039993,0
0.6059992,0
0.6079993,0
0.6099992,0
0.6119992,0
0.6139992,0
0.6159992,0
0.6179992,0.9995
0.6199992,0
0.6219992,0
0.6239992,0
0.6259992,0
0.6279992,0
0.6299992,0
0.6319993,0
0.6339992,0
0.6359992,0
0.6379992,0.9993
0.6399993,0
0.6419992,1
0.6439992,0
0.6459993,0
0.6479993,0
0.6499993,1.0005
0.6519992,0
0.6539993,0
0.6559993,0
0.6579993,0
0.6599993,0
0.6619993,1.0012
0.6639993,0.9994
0.6659993,0
0.6679993,0
0.6699993,1.0057
0.6719993,0
0.6739993,0
0.6759993,0
0.6779993,0
0.6799994,0
0.6819993,0
0.6839993,0
0.6859993,0.9991
0.6879994,0
0.6899993,0
0.6919993,0
0.6939994,0
0.6959994,1.0004
0.6979994,0
0.6999993,0
0.7019994,0
0.7039994,0
0.7059994,0
0.7079993,0
0.7099994,0
0.7119994,0
0.7139994,0
0.7159994,0
0.7179994,1.0024
0.7199994,0
0.7219994,0
0.7239994,0
0.7259994,0
0.7279994,0
0.7299994,0
0.7319994,0
0.7339994,0
0.7359995,0
0.7379994,0
0.7399994,0
0.7419994,0
0.7439995,0
0.7459995,0
0.7479994,0
0.7499995,0
0.7519995,0
0.7539995,0
0.7559994,0
0.7579995,0
0.7599995,0
0.7619995,0
0.7639995,0
0.7659995,0
0.7679995,0
0.7699995,0
0.7719995,0
0.7739995,0
0.7759995,0
0.7779995,0
0.7799995,0
0.7819995,0
0.7839996,0
0.7859995,0
0.7879995,0
0.7899995,0
0.7919996,0
0.7939996,0
0.7959995,0
0.7979996,0
0.7999996,0
0.8019996,0
0.8039995,0
0.8059996,0
0.8079996,0
0.8099996,0
0.8119996,0
0.8139996,0
0.8159996,0
0.8179996,1.0004
0.8199996,0
0.8219996,0
0.8239996,1.0007
0.8259996,0
0.8279996,0
0.8299996,0
0.8319997,0
0.8339996,0
0.8359996,0
0.8379996,0
0.8399997,0
0.8419997,0
0.8439996,1.002
0.8459997,0.9999
0.8479997,0
0.8499997,0
0.8519996,0
0.8539997,0
0.8559997,1.0011
0.8579997,0
0.8599997,1.0012
0.8619997,0
0.8639997,0
0.8659997,0
0.8679997,0
0.8699997,0
0.8719997,0
0.8739997,0
0.8759997,0
0.8779997,0
0.8799998,0
0.8819997,0
0.8839997,0
0.8859997,0
0.8879998,0
0.8899997,1.0005
0.8919997,0
0.8939998,0
0.8959998,0
0.8979998,0
0.8999997,0
0.9019998,0
0.9039998,0
0.9059998,0
0.9079998,0
0.9099998,0
0.9119998,0
0.9139998,0
0.9159998,0
0.9179998,0
0.9199998,0
0.9219998,0
0.9239998,0
0.9259998,1.0003
0.9279999,0
0.9299998,0
0.9319998,0
0.9339998,0
0.9359999,0
0.9379998,0
0.9399998,0
0.9419999,0
0.9439999,0
0.9459999,0
0.9479998,0
0.9499999,0
0.9519999,0
0.9539999,1.0009
0.9559999,0
0.9579999,0.9997
0.9599999,0
0.9619999,0
0.9639999,0
0.9659999,0
0.9679999,0
0.9699999,0
0.9719999,0
0.9739999,0
0.976,1.0013
0.9779999,0
0.9799999,0
0.9819999,0
0.984,0
0.9859999,1.0017
0.9879999,0
0.9899999,0
0.992,0
0.994,0
0.9959999,0
0.998,1.0025
1,0
1.002,1.0015
1.004,0
1.006,0
1.008,0
1.01,0
1.012,0
1.014,0
1.016,0
1.018,0
1.02,0
1.022,0
1.024,0
1.026,0
1.028,0
1.03,0
1.032,0
1.034,0
1.036,0
1.038,0
1.039999,1.0006
1.041999,0
1.043999,1.0005
1.045999,0
1.047999,0
1.049999,0
1.051999,0
1.053999,0
1.055999,0
1.057999,1.0012
1.059999,0
1.061999,0
1.063999,0
1.065999,0
1.067999,0
1.069999,0
1.071999,0
1.073999,0
1.075999,0
1.077999,0
1.079999,0
1.081999,0
1.083999,0
1.085999,0
1.087999,0
1.089999,0
1.091999,0
1.093999,0
1.095999,0
1.097999,0
1.099999,0
1.101999,0
1.103999,1.0027
1.105999,1.0008
1.107999,0
1.109999,0
1.111999,1.0013
1.113999,0
1.115999,1.0006
1.117998,0
1.119998,0
1.121998,0
1.123998,0
1.125998,0
1.127998,0
1.129998,0
1.131998,0
1.133998,0
1.135998,0
1.137998,0
1.139998,0
1.141998,0
1.143998,0
1.145998,0
1.147998,0
1.149998,0
1.151998,0
1.153998,0
1.155998,0
1.157998,0
1.159998,0
1.161998,0
