depth,volume
-0.1,0
-0.09800005,0
-0.09600008,0
-0.0940001,0
-0.09200013,0
-0.09000015,0
-0.08800018,0
-0.0860002,0
-0.08400023,0
-0.08200026,0
-0.08000028,0
-0.07800031,0
-0.07600033,0
-0.07400036,0
-0.07200038,0
-0.07000041,0
-0.06800044,0
-0.06600046,0
-0.06400049,0
-0.06200051,0
-0.06000054,0
-0.05800056,0
-0.05600059,0
-0.05400062,0
-0.05200064,0
-0.05000067,0
-0.04800069,0
-0.04600072,0
-0.04400074,0
-0.04200077,0
-0.0400008,0
-0.03800082,0
-0.03600085,0
-0.03400087,0
-0.0320009,0
-0.03000093,0
-0.02800095,0
-0.02600098,0
-0.024001,0
-0.02200103,0
-0.02000105,0
-0.01800108,0
-0.01600111,0
-0.01400113,0
-0.01200116,0
-0.01000118,0
-0.008001208,0
-0.006001234,0
-0.00400126,0
-0.002001286,0
-1.311302E-06,0
0.001998693,0
0.003998697,0
0.005998701,0
0.007998705,0
0.009998709,0
0.01199871,0
0.01399872,0
0.01599872,0
0.01799873,0
0.01999873,0
0.02199873,0
0.02399874,0
0.02599874,0.0006108061
0.02799875,0.0007311222
0.02999875,0.000851438
0.03199875,0.0009717541
0.03399876,0.00109207
0.03599876,0.001212386
0.03799877,0.001332702
0.03999877,0.001453018
0.04199877,0.001573334
0.04399878,0.00169365
0.04599878,0.001813966
0.04799879,0.001934282
0.04999879,0.002054598
0.05199879,0.002174914
0.0539988,0.00229523
0.0559988,0.002415546
0.05799881,0.002535862
0.05999881,0.002656178
0.06199881,0.002776494
0.06399882,0.00289681
0.06599882,0.003017126
0.06799883,0.004187362
0.06999883,0.0043782
0.07199883,0.004569037
0.07399884,0.004759874
0.07599884,0.006272841
0.07799885,0.006561439
0.07999885,0.006850036
0.08199885,0.007138634
0.08399886,0.00742723
0.08599886,0.007715829
0.08799887,0.008004426
0.08999887,0.008293022
0.09199888,0.00858162
0.09399888,0.008870218
0.09599888,0.011526
0.09799889,0.01196166
0.09999889,0.01239733
0.1019989,0.01283299
0.1039989,0.01326865
0.1059989,0.01370431
0.1079989,0.01413997
0.1099989,0.01457563
0.1119989,0.01501129
0.1139989,0.01544695
0.1159989,0.01588261
0.1179989,0.01631828
0.1199989,0.01675394
0.1219989,0.0171896
0.1239989,0.01762526
0.1259989,0.01806092
0.1279989,0.01849658
0.129999,0.01893224
0.131999,0.0193679
0.133999,0.01980356
0.135999,0.02023922
0.137999,0.02067489
0.139999,0.02111055
0.141999,0.02297555
0.143999,0.02348373
0.145999,0.02399191
0.147999,0.02450009
0.149999,0.02500827
0.151999,0.02551645
0.153999,0.02602463
0.155999,0.02907565
0.157999,0.02970439
0.159999,0.03231823
0.161999,0.03303792
0.163999,0.0337576
0.165999,0.03447729
0.167999,0.03519698
0.169999,0.03591667
0.171999,0.03663635
0.173999,0.03735604
0.175999,0.03807573
0.177999,0.03879543
0.1799991,0.0395151
0.1819991,0.0402348
0.1839991,0.04095448
0.1859991,0.04167418
0.1879991,0.04239386
0.1899991,0.04311355
0.1919991,0.04383324
0.1939991,0.04455293
0.1959991,0.04527261
0.1979991,0.0459923
0.1999991,0.046712
0.2019991,0.04743168
0.2039991,0.04815138
0.2059991,0.04887106
0.2079991,0.05279922
0.2099991,0.05363563
0.2119991,0.05447202
0.2139991,0.05530842
0.2159991,0.05614481
0.2179991,0.05698122
0.2199991,0.05781762
0.2219991,0.05865401
0.2239991,0.05949042
0.2259991,0.0603268
0.2279992,0.06116319
0.2299992,0.06199961
0.2319992,0.062836
0.2339992,0.06367239
0.2359992,0.0645088
0.2379992,0.06667227
0.2399992,0.06755338
0.2419992,0.06843451
0.2439992,0.06931566
0.2459992,0.07019676
0.2479992,0.07107791
0.2499992,0.07195903
0.2519992,0.07557032
0.2539992,0.07654803
0.2559992,0.07752571
0.2579992,0.07850342
0.2599992,0.07948113
0.2619992,0.0804588
0.2639992,0.08143651
0.2659992,0.08241419
0.2679992,0.0833919
0.2699992,0.08436961
0.2719992,0.0853473
0.2739992,0.086325
0.2759992,0.08730268
0.2779993,0.08828039
0.2799993,0.09161963
0.2819993,0.09267491
0.2839993,0.09373021
0.2859993,0.09478553
0.2879993,0.09908435
0.2899993,0.1002401
0.2919993,0.1013958
0.2939993,0.1025515
0.2959993,0.1037072
0.2979993,0.1048629
0.2999993,0.1060186
0.3019993,0.1071744
0.3039993,0.1083301
0.3059993,0.1094858
0.3079993,0.1106415
0.3099993,0.1117972
0.3119993,0.1129529
