depth,volume
-0.1,0
-0.09800005,0
-0.09600008,0
-0.0940001,0
-0.09200013,0
-0.09000015,0
-0.08800018,0
-0.0860002,0
-0.08400023,0
-0.08200026,0
-0.08000028,0
-0.07800031,0
-0.07600033,0
-0.07400036,0
-0.07200038,0
-0.07000041,0
-0.06800044,0
-0.06600046,0
-0.06400049,0
-0.06200051,0
-0.06000054,0
-0.05800056,0
-0.05600059,0
-0.05400062,0
-0.05200064,0
-0.05000067,0
-0.04800069,0
-0.04600072,0
-0.04400074,0
-0.04200077,0
-0.0400008,0
-0.03800082,0
-0.03600085,0
-0.03400087,0
-0.0320009,0
-0.03000093,0
-0.02800095,0
-0.02600098,0
-0.024001,0
-0.02200103,0
-0.02000105,0
-0.01800108,0
-0.01600111,0
-0.01400113,0
-0.01200116,0
-0.01000118,0
-0.008001208,0
-0.006001234,0
-0.00400126,0
-0.002001286,0
-1.311302E-06,0
0.001998693,0
0.003998697,0
0.005998701,0
0.007998705,1.82177E-05
0.009998709,3.558457E-05
0.01199871,6.149404E-05
0.01399872,9.765531E-05
0.01599872,0.0001457777
0.01799873,0.0002075675
0.01999873,0.0002847345
0.02199873,0.0003789888
0.02399874,0.0004913188
0.02599874,0.0006175939
0.02799875,0.0007538586
0.02999875,0.0009001195
0.03199875,0.001056495
0.03399876,0.001223104
0.03599876,0.001400065
0.03799877,0.001587496
0.03999877,0.001785516
0.04199877,0.001994243
0.04399878,0.002213796
0.04599878,0.002444292
0.04799879,0.002685852
0.04999879,0.00293859
0.05199879,0.003202631
0.0539988,0.003478088
0.0559988,0.003765081
0.05799881,0.004063731
0.05999881,0.004374155
0.06199881,0.004696465
0.06399882,0.005030793
0.06599882,0.005377244
0.06799883,0.005735945
0.06999883,0.006106905
0.07199883,0.006489789
0.07399884,0.006884174
0.07599884,0.007289654
0.07799885,0.007705977
0.07999885,0.008132996
0.08199885,0.00857056
0.08399886,0.009018528
0.08599886,0.009476755
0.08799887,0.009945084
0.08999887,0.01042338
0.09199888,0.01091149
0.09399888,0.01140928
0.09599888,0.01191658
0.09799889,0.0124333
0.09999889,0.01295947
0.1019989,0.01349507
0.1039989,0.01404012
0.1059989,0.01459463
0.1079989,0.01515863
0.1099989,0.01573211
0.1119989,0.0163151
0.1139989,0.0169076
0.1159989,0.01750962
0.1179989,0.01812118
0.1199989,0.01874229
0.1219989,0.01937297
0.1239989,0.02001322
0.1259989,0.02066304
0.1279989,0.02132247
0.129999,0.02199151
0.131999,0.02267017
0.133999,0.02335848
0.135999,0.02405643
0.137999,0.02476403
0.139999,0.0254813
0.141999,0.02620825
0.143999,0.02694467
0.145999,0.02769032
0.147999,0.02844509
0.149999,0.02920887
0.151999,0.02998154
0.153999,0.03076299
0.155999,0.03155312
0.157999,0.03235183
0.159999,0.03315906
0.161999,0.03397451
0.163999,0.03479813
0.165999,0.03562986
0.167999,0.03646967
0.169999,0.03731754
0.171999,0.03817338
0.173999,0.03903719
0.175999,0.03990893
0.177999,0.04078856
0.1799991,0.04167599
0.1819991,0.04257127
0.1839991,0.04347428
0.1859991,0.04438502
0.1879991,0.04530345
0.1899991,0.04622953
0.1919991,0.04716321
0.1939991,0.04810445
0.1959991,0.04905322
0.1979991,0.05000948
0.1999991,0.0509732
0.2019991,0.0519443
0.2039991,0.05292279
0.2059991,0.05390861
0.2079991,0.05490171
0.2099991,0.0559021
0.2119991,0.05690973
0.2139991,0.05792462
0.2159991,0.05894671
0.2179991,0.05997604
0.2199991,0.06101255
0.2219991,0.06205623
0.2239991,0.0631071
0.2259991,0.06416508
0.2279992,0.0652302
0.2299992,0.06630246
0.2319992,0.06738181
0.2339992,0.06846821
0.2359992,0.0695617
0.2379992,0.07066227
0.2399992,0.07176982
0.2419992,0.07288418
0.2439992,0.07400535
0.2459992,0.07513311
0.2479992,0.07626737
0.2499992,0.07740797
0.2519992,0.07855485
0.2539992,0.07970795
0.2559992,0.08086713
0.2579992,0.08203239
0.2599992,0.08320367
0.2619992,0.08438081
0.2639992,0.08556392
0.2659992,0.08675282
0.2679992,0.08794749
0.2699992,0.0891479
0.2719992,0.0903539
0.2739992,0.09156547
0.2759992,0.09278257
0.2779993,0.09400515
0.2799993,0.09523312
0.2819993,0.09646645
0.2839993,0.09770502
0.2859993,0.09894888
0.2879993,0.1001979
0.2899993,0.1014521
0.2919993,0.1027113
0.2939993,0.1039757
0.2959993,0.1052451
0.2979993,0.1065194
0.2999993,0.1077988
0.3019993,0.109083
0.3039993,0.1103722
